Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total subvención (€),Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
1999,PROYECTO,AMÉRICA LATINA,Bolivia,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,AMPLIACIÓN Y MEJORA DE LA COBERTURA DEL PROYECTO DE SALUD DEL NORTE DE LA PAZ,,"304,190.26",No,1,1999,"304,190.26",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Cuba,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,DESARROLLO DEL SUBSISTEMA DE ATENCION PRIMARIA DE SALUD EN CUATRO MUNICIPIOS RURALES,,"234,995.73",No,1,1999,"234,995.73",,,,,,
1999,PROYECTO,AMÉRICA LATINA,El Salvador,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,"DISMINUCIÓN DE LA MORBI-MORTALIDAD INFANTIL EN LOS DEPARTAMENTOS DE SAN MIGUEL Y LA LIBERTAD, MEDIANTE LA IMPLEMENTACIÓN DE LA ESTRATEGIA A.I.E.P.I. (ATENCIÓN INTEGRAL DE ENFERMEDADES PREVALENTES EN LA INFANCIA) A NIEVL COMUNITARIO",,"178,055.85",No,1,1999,"178,055.85",,,,,,
1999,PROYECTO,AMÉRICA LATINA,El Salvador,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,RECONSTRUCCION Y DESARROLLO DE DIECIOCHO COMUNIDADES RURALES AFECTADAS POR EL HURACÁN MITCH,,"169,184.91",No,1,1999,"169,184.91",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Guatemala,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,APOYO A LA DESCENTRALIZACIÓN DE LA JEFATURA DE SALUD DE PETÉN NORTE (SEGUNDA FASE),,"216,448.50",No,1,1999,"216,448.50",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Malawi,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,GESTIÓN DE MEDICAMENTOS PARA LOS HOSPITALES DE LA CHAM,,"158,330.63",No,1,1999,"158,330.63",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,CONSTRUCCIÓN Y EQUIPAMIENTO DE UN NUEVO CEDNTRO DE SALUD URBANO EN BENI BOUAYACH,,"223,576.50",No,1,1999,"223,576.50",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,APOYO A LA ATENCIÓN NUTRICIONAL DE NOUAKCHOTT,,"541,884.53",No,1,1999,"541,884.53",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,"APOYO AL DESARROLLO SANITARIO DE LA REGIÓN SUR DE CABO DELGADO, DISTRITOS: MONTEPUEZ, BALAM Y NAMUNO",,"1,039,750.94",No,1,1999,"1,039,750.94",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Nicaragua,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,REHABILITACIÓN DE CINCO COMUNIDADES DEL MUNICIPIO DE MUY MUY,,"212,013.03",No,1,1999,"212,013.03",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Perú,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,MEJORA DE LAS CONDICIONES DE SALUD EN LOS SECTORES DE ALTO TRUJILLO,,"247,785.27",No,1,1999,"247,785.27",,,,,,
1999,PROYECTO,AMÉRICA LATINA,República Dominicana,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,IMPLEMENTACIÓN DEL NUEVO MODELO DE ATENCIÓN SANITARIA EN LA PROVINCIA DE ALTAGRACIA,,"360,793.58",No,1,1999,"360,793.58",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Tanzania,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,PLAN INTEGRAL DE FORMACIÓN Y MEJORA EN SALUD SOSTENIBLE. HOSPITAL DE IKONDA,,"504,249.16",No,1,1999,"504,249.16",,,,,,
1999,PROYECTO,EUROPA ORIENTAL,Albania,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,ABASTECIMIENTO DE MEDICAMENTOS Y MATERIAL SANITARIO A LA POBLACIÓN Y REFUGIADOS ALBANO-KOSOVARES DE SHKODER,,"18,126.71",No,1,1999,"18,126.71",,,,,,
1999,PROYECTO,EUROPA ORIENTAL,Bulgaria,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,"CREACIÓN DE UNA UNIDAD DE HOSPITALIZACIÓN, LBORATORIO, RAYOS X Y FARMACIA EN EL HOSPITAL DE BELOGRADHECHIK. FORMACIÓN DEL PERSONAL",,"289,375.31",No,1,1999,"289,375.31",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Honduras,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,COMPRA DE UNA BARCA PARA TRANSPORTE EN EL RÍO PATUCA,,"66,411.84",No,1,1999,"66,411.84",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Nicaragua,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,"FORTALECIMIENTO Y AMPLIACIÓN DE LA RED DE DISTRIBUCIÓN DE MEDICAMENTOS A FARMACIS COMUNITARIAS, PUESTOS DE SALUD Y BOTIQUINES EN EL ÁREA RURAL Y SEMIRRURAL",,"148,059.33",No,1,1999,"148,059.33",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Camerún,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,CONSRUCCIÓN DE UNA RESIDENCIA DE ESTUDIANTES EN NKWEN (BAMENDA),,"150,487.42",No,1,1999,"150,487.42",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PROYECTO DE ACCIÓN 1999-2000. ETAPA. FORMACIÓN PROFESIONAL,,"413,556.43",No,1,1999,"413,556.43",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PROYECTO DE ACCIÓN EDUCATIVA 1999-2000. ESCUELAS NORMALES DE MAGISTERIO,,"196,050.15",No,1,1999,"196,050.15",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PROYECTO DE ACCIÓN 1999-2000. ETAPA BACHILLERATO,,"573,275.40",No,1,1999,"573,275.40",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PROYECTO DE ACCIÓN 19999-2000. ETAPA PREESCOLAR-PRIMARIA.,,"1,553,063.36",No,1,1999,"1,553,063.36",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,CONSTRUCCIÓN DE UNA ESCUELA PRIMARIA EN CIUDAD DE BATA,,"232,471.48",No,1,1999,"232,471.48",,,,,,
1999,PROYECTO,ASIA,India,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,"AMPLIACIÓN DE INFRAESTRUCTURA EDUCATIVA PARA NIÑOS Y NIÑAS SIN RECURSOS EN LA ZONA RURAL DE KARUMATHUR, TAMIL NADU",,"90,091.71",No,1,1999,"90,091.71",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACIO INTERNACIONAL OLOF PALME,FIOP,ESCUELA DE FORMACIÓN PROFESIONAL EN GAZA,,"390,657.87",No,1,1999,"390,657.87",,,,,,
1999,PROYECTO,EUROPA ORIENTAL,Yugoslavia,FUNDACIO INTERNACIONAL OLOF PALME,FIOP,"INTERVENCIÓN EN ZONA DE LOS BALCANES, EN YUGOSLAVIA",,"81,737.65",No,1,1999,"81,737.65",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Líbano,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,AMPLAICIÓN Y MEJORA DE LOS SERVICIOS DE COMERCIALIZACIÓN DEL CAN,,"360,607.26",No,1,1999,"360,607.26",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Líbano,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,CREACIÓN DE LA ESCUELA DE FORMACIÓN DE ARC EN CIEL PAR AMINUSVÁLIDOS,,"751,649.78",No,1,1999,"751,649.78",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Líbano,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,PROGRAMA DE MICROCRÉDITO PARA LA MUJER DE TIRO,,"249,329.87",No,1,1999,"249,329.87",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,FORMACIÓN DE CAPITAL HUMANO,,"901,518.16",No,1,1999,"901,518.16",,,,,,
1999,PROYECTO,ASIA,Vietnam,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,FORTALECIMIENTO INSTITUCIONAL DE PACCOM,,"100,507.25",No,1,1999,"100,507.25",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FUNDACION DE RELIGIOSOS SOCIO-SANITARIOS,FRS,APOYO AL PROCESO DE DESARROLLO DE AL AENCIÓN PRIMARIA DE SALUD Y A LA ASISTENCIA HOSPITALARIA,,"963,770.99",No,1,1999,"963,770.99",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION DE RELIGIOSOS SOCIO-SANITARIOS,FRS,CONSRUCCIÓN DE BOTIQUÍN RURAL Y SAL ADE USO POLIVALENTE,,"55,329.17",No,1,1999,"55,329.17",,,,,,
1999,PROYECTO,ESPAÑA,España,ASOCIACION HEGOA INSTITUTO DE ESTUDIOS SOBRE DESARROLLO Y COOPERACIÓN INTERNACIONAL DE BILBAO,HEGOA,INCORPORACIÓN DE AGENTES Y DISEÑO DE ESTRATEGIAS PARA LA COOPERACIÓN TÉCNICA AL DESARROLLO,,"67,812.20",No,1,1999,"67,812.20",,,,,,
1999,PROYECTO,EUROPA ORIENTAL,Albania,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,"MEJORA DE LAS COMUNICACIONES EN LA ZONA DE PEC, MITROVICA Y DRENJE, EN KOSOVO. EN CONSORCIO CON MENSAJEROS DE LA PAZ, CEAR, FSF Y FAES",,"230,416.02",No,1,1999,"230,416.02",,,,,,
1999,PROYECTO,EUROPA ORIENTAL,Albania,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,"RECONSTRUCCIÓN D ELA REGIÓN DE ISTOK, MEDIANTE LA REHABILITACIÓN DE SUS INFRAESTRUCTURAS ELÉCTRICA Y DE AGUAS EN KOSOVO. EN CONSORCIO CON MENSAJEROS DE LA PAZ, CEAR, FSF Y FAES",,"336,593.62",No,1,1999,"336,593.62",,,,,,
1999,PROYECTO,EUROPA ORIENTAL,Albania,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,"PROGRAMA DE IDENTIFICACIÓN, DISEÑO Y EJECUCIÓN DE PROYECTOS DE AYUDA HUMANITARIA Y RECONSTRUCCIÓN EN KOSOVO POR EL CONSORCIO DE ONGS ESPAÑA POR KOSOVO (MENSAJEROS POR LA PAZ, CEAR, FSF, FAES Y HUMANISMO Y DEMOCRACIA)",,"420,708.47",No,1,1999,"420,708.47",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Panamá,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,AMPLIACIÓN AL PROYECTO GRANJA EDUCATIVA Y GRANJAS SATÉLITES AUTOSOSTENIBLES EN EL AREA DE CHEPO-LAS MINAS,,"279,831.24",No,1,1999,"279,831.24",,,,,,
1999,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,PROYECTOS DE RECONSTRUCCIÓN DE LA REPRESA Y CANAL CACHON-PRETAN EN EL PARAJE LAS VERAS,,"382,171.58",No,1,1999,"382,171.58",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Uganda,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,PROGRAMA COMUNITARIO PARA LA MEJORA DE LAS CONDICIONES HIDROSANITARIAS Y LA EDUCACIÓN SANITARIA EN LAS ESCUELAS DEL DISTRITO DEL RUJUNGIRI,,"195,509.24",No,1,1999,"195,509.24",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,SEGURIDAD ALIMENTARIA Y SANIDAD ANIMAL. II FASE,,"322,424.96",No,1,1999,"322,424.96",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,FOMENTO DE PRODUCCIÒN DE CAJUEIROS INJERTADOS PARA LA COMERCIALIZACIÓN DE ANACARDOS,,"421,405.65",No,1,1999,"421,405.65",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,DOTACIÓN DE UN CENRO INFANTIL PARA EL DISRITO DAS MOHOTAS DE MAPUTO,,"319,594.20",No,1,1999,"319,594.20",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,DESARROLLO DE FUENTES ALTERNATIVAS DE AGUA PARA LA AGRICULTURA,,"429,723.65",No,1,1999,"429,723.65",,,,,,
1999,PROYECTO,ESPAÑA,España,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,V CURSO-TALLER DE VOLUNTARIADO SOBRE INDEPENDENCIA SOLIDARIA,,"73,059.03",No,1,1999,"73,059.03",,,,,,
1999,PROYECTO,AMÉRICA LATINA,México,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,PROGRAMA DE DESARROLLO AGROPECUARIO PARA CAMPESINOS INDÍGENAS EN EL ESTADO DE PUEBLA,,"106,018.54",No,1,1999,"106,018.54",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,"MEJORA DE LAS INFRAESRUCTURAS DEL COLEGIO ""PEDRO PABLO ATUSPARIA"" DE CHIMBOTE",,"60,449.80",No,1,1999,"60,449.80",,,,,,
1999,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,FORMACIÓN EN DERECHOS HUMANOS DE MAESTROS/AS EN ZONAS MARGINADAS,,"138,232.78",No,1,1999,"138,232.78",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Bolivia,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,CONSOLIDACIÓN DE INICIATIVAS ECONÓMICAS PRODUCTIVAS EN EL DEPARTAMENTO DE EL BENI,,"274,662.53",No,1,1999,"274,662.53",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Bolivia,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,DESARROLLO DE LA AGRICULTURA SOSTENIBLE EN LA CUENCA DE TIMUSÍ,,"302,303.08",No,1,1999,"302,303.08",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Colombia,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"DESARROLLO ORGANIZATIVO Y PRODUCTIVO DE COMUNIDADES CAMPESINAS DEL NORTE DE BOLIAR, 2ª FASE",,"69,266.65",No,1,1999,"69,266.65",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Guatemala,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,PROGRAMA DE DESARROLLO COMUNITARIO INTEGRAL EN EL MUNICIPIO DE CONCEPCIÓN HUISTA EN HUETENANGO,,"245,212.94",No,1,1999,"245,212.94",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Haití,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,MEJORA DE LOS INGRESOS ECONÓMICOS DE FAMILIAS DE PORT AU PRINCE,,"84,141.69",No,1,1999,"84,141.69",,,,,,
1999,PROYECTO,ASIA,India,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"MEJORA DE LA ATENCIÓN SANITARIA DE LA POBLACIÓN MARGINAL DE ANDHERI, MUNBAY",,"453,764.14",No,1,1999,"453,764.14",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,APOYO PARA LA GENERACIÓNN  DE INGRESOS DE MUJERES ARTESANAS DE FEZ,,"189,318.81",No,1,1999,"189,318.81",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,PROGRAMA DE DESARROLLO COMUNITARIO EN EL RIF OCCIDENTAL,,"397,870.01",No,1,1999,"397,870.01",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"APOYO AL DESARROLLO RURAL INTEGRAL EN TUFUNDÉ-CIVÉ, 2ª FASE",,"150,253.03",No,1,1999,"150,253.03",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Namibia,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,ABASTECIMIENTO Y GESTIÓN COMUNITARIA DEL AGUA EN CUARO COMUNIDADES EN EL SUR Y OESTE,,"114,192.30",No,1,1999,"114,192.30",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Paraguay,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,PROGRAMA DE EDUCACIÓN BILINGÜE INTERCULTURAL POR RADIO (PREBIR) POARA COMUNIDADES CAMPESINAS PARAGUAYAS,,"489,824.87",No,1,1999,"489,824.87",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Perú,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,DESARROLLO AGROPECUARIO EN LA PROVINCIA DE QUISPICANCHI,,"381,642.69",No,1,1999,"381,642.69",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Perú,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,PROMOCIÓN DEL DESARROLLO AGROPECUARIO EN MICROCUENCAS DE LAS PROVINCIAS DE CALCA Y URUBAMBA,,"402,678.11",No,1,1999,"402,678.11",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,PROMOCIÓN DE LAS MUJERES DEL BARRIO DE PRENDA,,"351,219.45",No,1,1999,"351,219.45",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Bolivia,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,DESARROLLO SOCIOECONÓMICO DEL ÁREA DE APOLOBAMBA,,"453,601.87",No,1,1999,"453,601.87",,,,,,
1999,PROYECTO,ASIA,Filipinas,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,"PROGRMAA DE DESARROLLO DEL ECOTURISMO EN VIGAN, INTERMUROS, CAMIGUIN E IFUGAO",,"180,303.63",No,1,1999,"180,303.63",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,DESARROLLO RURAL INTEGRAL DEL DOUAR DE MESKA,,"285,480.75",No,1,1999,"285,480.75",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,ELECTRIFICACIÓN RURAL DESCENTRALIZADA DE LOS DOUARES AIT TIYIT Y TIMESLANE,,"79,814.41",No,1,1999,"79,814.41",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Túnez,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,ORIENTACIÓN AL EMPLEO EN EL BARRIO DE HAYTTDHAMEN,,"86,413.52",No,1,1999,"86,413.52",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Bolivia,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,EDUCACIÓN POPULAR A DISTANCIA. ZONA ORIENTAL,,"236,366.04",No,1,1999,"236,366.04",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Ecuador,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,CRÉDITO PARA LA CONSTRUCCIÓN DE VIVIENDAS DE INTERÉS SOCIAL,,"306,011.32",No,1,1999,"306,011.32",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Honduras,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,CULTIVO FORESTAL DE LA MONTAÑA DE MICO QUEMADO,,"101,559.03",No,1,1999,"101,559.03",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Nicaragua,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,RECONSTRUCCIÓN DE BARRIOS DE CONGEDA,,"177,022.11",No,1,1999,"177,022.11",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Nicaragua,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,ESTABLECIMIENTO DE CUARENTA PLANTACIONES DE PLÁTANO DE RIEGO EN EL MUNICIPIO DE TOAL,,"158,252.50",No,1,1999,"158,252.50",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Nicaragua,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,FORTALECIMIENTO DEL DESARROLLO RURAL DE SAN BENITO AGRÍCOLA (IPITAPA),,"164,406.86",No,1,1999,"164,406.86",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Panamá,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,"ABASTECIMIENTO DE AGUA POTABLE PARA CUATRO COMUNIDADES INDÍGENAS EMBERÁ WOUNAN, DARIEN",,"47,143.39",No,1,1999,"47,143.39",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Perú,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,"ENLACE HISPANOAMERICANO DE SALUD, ALTO AMAZONAS",,"280,017.55",No,1,1999,"280,017.55",,,,,,
1999,PROYECTO,EUROPA ORIENTAL,Albania,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,APOYO A LA REHABILITACIÓN Y RECONSTRUCCIÓN DE LA SOCIEDAD KOSOVAR. ATENCIÓN BÁSICA Y EDUCATIVA A NIÑOS KOSOVARES RETORNADOS,,"240,404.84",No,1,1999,"240,404.84",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,AMPLIACIÓN Y MEJORA DE LA OFERTA DE EDUCACIÓN SECUNDARIA EN SANTA CRUZ DE LA SIERRA,,"123,628.19",No,1,1999,"123,628.19",,,,,,
1999,PROYECTO,ÁFRICA SUBSAHARIANA,Burkina Faso,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,PROGRAMA DE INSERCIÓN LABORAL PARA JÓVENES DE OBO-DIOULASSO,,"214,729.60",No,1,1999,"214,729.60",,,,,,
1999,PROYECTO,ASIA,China,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,FORMACIÓN PROFESIONAL NO REGLADA PARA JÓVENES DE BAJOS RECURSOS ECONÓMICOS,,"479,872.10",No,1,1999,"479,872.10",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION JUAN CIUDAD,JUAN CIUDAD,DESARROLLO DE LAS INFRAESTRUCTURAS SANITARIAS PARA LA SALUD MENTAL Y LA ATENCIÓN DE DROGOALCOHOLICOS EN EL DEPARTAMENTO DE LA PAZ,,"390,657.87",No,1,1999,"390,657.87",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION JUAN CIUDAD,JUAN CIUDAD,DESARROLLO SOCIOSANITARIO DE LA POBLACIÓNMARGINAL DE LA CIUDAD DE QUITO,,"1,298,192.43",No,1,1999,"1,298,192.43",,,,,,
1999,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACION FRANCISCO LARGO CABALLERO,LARGO CABALLERO,MEJORA INTEGRAL DEL ACCESO AL AGUA POTABLE DE LA POBLACIÓN DE LA COMARCA DE TAMOROT,,"166,858.99",No,1,1999,"166,858.99",,,,,,
1999,PROYECTO,SIN DETERMINAR,Varios,LIBROS PARA EL MUNDO,LIBROS PARA EL MUNDO,APOYO A LA RED NACIONAL DE BIBLIOTECAS. FASE I,,"84,826.85",No,1,1999,"84,826.85",,,,,,
1999,PROYECTO,AMÉRICA LATINA,Bolivia,MANOS UNIDAS COMITE CATOLICO DE LA CAMPAÑA CONTRA EL HAMBRE EN EL MUNDO,MANOS UNIDAS,CONSOLIDAR LA ORGANIZACIÓN Y LA PRODUCCIÓN DE OCHO COMUNIDADES LIBERADAS DE HERNANDO SILES,,"306,516.17",No,1,1999,"306,516.17",,,,,,
