Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total,Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PLAN CUATRIENAL DE ACCIÓN EDUCATIVA 1996-1997 1999-2000 PROYECTO PREESCOLAR PRIMARIA,,1206832.31,No,1,1996,1206832.31,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PLAN CUATRIENAL DE ACCIÓN EDUCATIVA 1996-1997 1999-2000 PROYECTO BACHILLERATO,,335238.54,No,1,1996,335238.54,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PLAN CUATRIENAL DE ACCIÓN EDUCATIVA 1996-1997 1999-2000 ESCUELA DE FORMACIÓN PROFESIONAL,,390537.67,No,1,1996,390537.67,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PLAN CUATRIENAL DE ACCIÓN EDUCATIVA 1006-2000. ESCUELAS NORMALES DE MAGISTERIO,,146947.46,No,1,1996,146947.46,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PROYECTO DE CONSTRUCCIÓN DE UNA RESIDENC IA DE ESTUDIANTES EN LA CIUDAD DE NISORK,,170038.34,No,1,1996,170038.34,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,"CONSTRUCCIÓN DE INFRAESTRUCTURAS BÁSICAS, CENTRO ESCOLAR MARÍA INMACULADA DE SAN JOSÉ DE EVINAYONG",,40616.4,No,1,1996,40616.4,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,INFRAESTRUCTURAS ESCOLARES FAUSTINO MIGUEZ AKURENAN,,73978.58,No,1,1996,73978.58,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,República Democrática del Congo,FUNDACION HOSPITALARIA DE LA ORDEN DE MALTA EN ESPAÑA,FHOME,"MEJORA, ACONDICIONAMIENTO DEL HOSPITAL DE KOLE",,42581.71,No,1,1996,42581.71,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,República Democrática del Congo,FUNDACION HOSPITALARIA DE LA ORDEN DE MALTA EN ESPAÑA,FHOME,AMPLIACIÒN DE LA CLÍNICA DEL ESTE EN ISIRO,,62986.07,No,1,1996,62986.07,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION INTERNACIONAL  PARA EL DESARROLLO LOCAL Y SOCIAL,FIADELSO,EFECTOS DE SUPLEMENTACIÓN CON L-ARGININA EN LA MORTALIDAD DE NIÑOS URBANO-MARGINALES. GUAYAQUIL,,197835.15,No,1,1996,197835.15,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Paraguay,FUNDACION INTERNACIONAL  PARA EL DESARROLLO LOCAL Y SOCIAL,FIADELSO,MODERNIZACIÓN DE LA ADMINISTRACIÓN MUNICIPAL,,70258.32,No,1,1996,70258.32,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION INTERNACIONAL  PARA EL DESARROLLO LOCAL Y SOCIAL,FIADELSO,CONSTRUCCIÓN E INSTALACIÓN DE LETRINAS SANITARIAS CASERÍO NUEVO PORVENIR,,14604.59,No,1,1996,14604.59,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION INTERNACIONAL  PARA EL DESARROLLO LOCAL Y SOCIAL,FIADELSO,CONSTRUCCIÓN DEL CENTRO EDUCATIVO 8290 - CASERÍO SARÍN - DISTRITO DE NAMORA,,31931.77,No,1,1996,31931.77,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Líbano,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,EQUIPAMIENTO MEDICO-SOCIAL PARA ATENCIÓN DE POBLACIÓN DESPLAZADA Y REFUGIADO,,324546.54,No,1,1996,324546.54,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Líbano,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,APOYO AL PROGRMAA DE EDUCACIÓNN PRE-ESCOLAR DE LA ASOCIACIÓN NAJDEH,,71971.2,No,1,1996,71971.2,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Líbano,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,CONSTRUCCIÓN CENTRO DE SERVICIOS MÉDICO-SOCIO-EDUCATIVOS E IMPLANTACIÓN DEL PLAN DE READAPTACIÓN,,582981.74,No,1,1996,582981.74,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,PROGRAMA DE CAPACITACIÓN PROFESIONAL EN GAZA,,153258.09,No,1,1996,153258.09,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,CONSTRUCCIÓN DE UNA NUEVA ESCUELA-CENTRO DE RECURSOS EN ZABABDEH. CISJORDANIA,,471193.49,No,1,1996,471193.49,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FUNDACION DE RELIGIOSOS SOCIO-SANITARIOS,FRS,APOYO AL DESARROLLO DE LA ATENCIÓN PRIMARIA DE SALUD Y A LA ASISTENCIA HOSPITALARIA,,671775.27,No,1,1996,671775.27,0,0,0,0,0,0
1996,PROYECTO,ESPAÑA,España,FUNDACION HOGAR DEL EMPLEADO,FUHEM,"AMPLIANDO REDES. LA EDUCACIÓN PARA EL DESARROLLO EN INTERNAT. METODOLOGÍAS, ENFOQUES Y RECURSOS EDUCATIVOS",,60101.21,No,1,1996,60101.21,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION PARA EL FOMENTO DE INFORMACION AUTOMATIZADA,FUINCA,"OFICINAS DE SERVICIOS DE INFORMACIÓN, COMUNICACIÓN PARA REFORZAMIENTO DE LA CAPACIDAZD DE PREVENCIÓN Y TRATAMIENTO DE CENTROS DE SALUD",,186313.75,No,1,1996,186313.75,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Honduras,ASOCIACION ASISTENCIA SOLIDARIA INTERNACIONAL GARAPENA,GARAPENA,CULTIVO Y ENGORDE DE TILAPIA ROJA,,48080.97,No,1,1996,48080.97,0,0,0,0,0,0
1996,PROYECTO,ESPAÑA,España,ASOCIACION HEGOA INSTITUTO DE ESTUDIOS SOBRE DESARROLLO Y COOPERACIÓN INTERNACIONAL DE BILBAO,HEGOA,"MATERIAL DIDÁCTICO PARA CAMPAÑAS ESCOLARES Y DE SENSIBILIZACIÓN: GUÍA MUJERES DEL MUNDO, CULTURAS, DESARROLLO Y COOPERACIÓN",,13528.78,No,1,1996,13528.78,0,0,0,0,0,0
1996,PROYECTO,ESPAÑA,España,ASOCIACION HEGOA INSTITUTO DE ESTUDIOS SOBRE DESARROLLO Y COOPERACIÓN INTERNACIONAL DE BILBAO,HEGOA,ELABORACIÓN BASE DE DATOS Y CREACIÓN DE CATÁLOGO BIBLIOGRÁFICO PARA LA FORMACIÓN EN COOPERACIÓN,,18030.36,No,1,1996,18030.36,0,0,0,0,0,0
1996,PROYECTO,ESPAÑA,España,ASOCIACION HEGOA INSTITUTO DE ESTUDIOS SOBRE DESARROLLO Y COOPERACIÓN INTERNACIONAL DE BILBAO,HEGOA,"INVESTIGACIÓN, FORMACIÓN Y SENSIBILIZACIÓN SOBRE MIGRACIONES Y COOPERACIÓN AL DESARROLLO",,42070.85,No,1,1996,42070.85,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,ASOCIACION HUMANA DE CATALUNYA,HUMANA,CONSTRUCCIÓN DE LA SEGUNDA FASE ESCUELA DE FORMACIÓN DE PROFESORES EN CAXITO. PROVINCIA DE BENGO,,119775.7,No,1,1996,119775.7,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Chile,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,CAPACITACIÓN DE LÍDERES SOCIALES PARA FORTALECER LA SOCIEDAD CIVIL,,117197.36,No,1,1996,117197.36,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Panamá,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,CREACIÓN DE TRES GRANJAS COMUNITARIAS. PRODUCCIÓN YC APACITACIÓN,,239803.83,No,1,1996,239803.83,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Panamá,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,GRANJA EDUCATIVA Y GRANJAS SATÉLITES AUTOSOSTENIBLES EN EL ÁREA DE CHEPO-LAS MINAS,,246072.39,No,1,1996,246072.39,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,"MICROEMPRESAS. DESARROLLO DE JUVENTUD RURAL EN PARAVÍA, AZUA Y SAN CRISTOBAL",,427319.61,No,1,1996,427319.61,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Argentina,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,"RECONVERSIÓN PRODUCTIVA CAMPESINA, TUCUMÁN",,239821.86,No,1,1996,239821.86,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,SEGURIDAD ALIMENTARIA Y SANIDAD ANIMAL PARA CHUQISACA,,308319.21,No,1,1996,308319.21,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Colombia,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,ORGANIZACIÓN Y AGROALIMENTACIÓN PARA UNA ESTRATEGIA DE DESARROLLO COMUNITARIO SOSTENIDO,,237399.78,No,1,1996,237399.78,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,"CENTRO DE EXPERIMENTACIÓN, CAPACITACIÓN, PRODUCCIÓN AGRÍLOCA Y CONSERVACIÓN DE SUELOS ""LA ERMITA""",,213359.3,No,1,1996,213359.3,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,CENTRO DE FORMACION TECNICA PARA EL DESARROLLO DE LAS COMUNIDADES MARGINALES AREA DE SAN SALVADOR,,294495.93,No,1,1996,294495.93,0,0,0,0,0,0
1996,PROYECTO,ESPAÑA,España,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,EL VOLUNTARIADO EN LA COOPERACIÓN AL DESARROLLO. PROGRAMA DE SENSIBILIZACIÓN Y FORMACIÓN. PLAN BIANUAL,,54091.09,No,1,1996,54091.09,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,"APOYO Y REACTIVACIÓN ECONÓMICA PARA POBLACIÓN RETORNADA EN EL DISTRITO DE FUNHALOURO, SEGUNDA FASE",,300506.05,No,1,1996,300506.05,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,DESARROLLO AGRARIO Y COOPERATIVO EN PROGRAMA A MEDIO PLAZO. PARTICIPACIÓN DE JUMERES 4º AÑO,,390657.87,No,1,1996,390657.87,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,PROGRAMAS DE CAPACITACIÓN PRÁCTICA PARA GRÓNOMOS RECIÉN TITULADOS,,324546.54,No,1,1996,324546.54,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Zimbabwe,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,"FORTALECIMIENTO DE LAS COOPERATIVAS. POTENCIACIÓN, DESARROLLO AGROPECUARIO EN LAS COOPEATIVAS VUSASANI Y ZEZAI",,132222.66,No,1,1996,132222.66,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Brasil,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,"FORMACIÓN DE AGENTES SOCIALES PARA DEFENSA, DERECHOS HUMANOS Y FORTALECIMIENTO DE LA CIUDADANÍA",,76328.54,No,1,1996,76328.54,0,0,0,0,0,0
1996,PROYECTO,ESPAÑA,España,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,II CURSO TALLER DE VOLUNTARIADO INTERNACIONAL: INDEPENDENCIA SOLIDARIA,,42010.75,No,1,1996,42010.75,0,0,0,0,0,0
1996,PROYECTO,ASIA,Filipinas,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,"""HALAD MAG UUMA"" OFRENDA AL CAMPESINO. PROGRAMA INTEGRADO DE DESARROLLO RURAL EN AGRICULTURA Y COOPERATIVAS",,418905.44,No,1,1996,418905.44,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,ACCESO A ESCOLARIZACIÓN EN BARRIOS MARGINALES DE LUANDA,,197131.97,No,1,1996,197131.97,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Bolivia,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,DESARROLLO ECONÓNMICO Y SOCIAL DE LAS COMUNIDADES GUARANÍES DE CHARAGUA SUR E ISOSO. CAMIRI,,664118.38,No,1,1996,664118.38,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Bolivia,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"ATENCIÓN INTEGRAL MUJERES, NIÑOS Y JÓVENES DE BARRIOS MARGINALES DE LA PAZ",,255430.14,No,1,1996,255430.14,0,0,0,0,0,0
1996,PROYECTO,ESPAÑA,España,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"ACCIONES SENSIBILIZACIÓN CIUDADANA DE LA CAMPAÑA ""COMERCIO JUSTO, LA OTRA AYUDA AL DESARROLLO""",,111187.24,No,1,1996,111187.24,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Guatemala,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,DESARROLLO RURAL DE LAS COMUNIDADES CAMPESINAS DEL NORTE Y NORORESTE DEL PAIS. EN CONSORCIO CON LA ASOCIACIÓN ENTREPUEBLOS,,601012.1,No,1,1996,601012.1,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Guatemala,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,DIVERSIFICACIÒN AGRÍCOLA Y COMERCIALIZACIÓN EN LA ALDEA DE TZAMPOJ,,237399.78,No,1,1996,237399.78,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Haití,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,APOYO A PROCESOS DE AUTODESARROLLO Y REESTRUCTURACIÓN DE LA SOCIEDAD CIVIL.  EN CONSORCIO CON LA ASOCIACIÓN ENTREPUEBLOS,,404481.15,No,1,1996,404481.15,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,APOYO AL DESARROLLO RURAL E INTEGRAL EN TUFUNDE-CIVE,,156263.15,No,1,1996,156263.15,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"""KUFFUNDISSA MAKALIRO"". ESCOLARIZACIÓN, FORMACIÓN PROFESIONAL ZONAS RURALES DE SOFALA",,673133.56,No,1,1996,673133.56,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Nicaragua,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,DESARROLLO RURAL INTEGRAL DE COMUNIDADES CAMPESINAS,,402678.11,No,1,1996,402678.11,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Paraguay,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"PROGRAMA DE CAPACITACIÓN, ORGANIZACIÓN Y DESARROLLO AGROPECUARIO EN COMUNIDADES RURALES",,455567.18,No,1,1996,455567.18,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Perú,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,PRODUCCIÓN AGROPECUARIA Y CAPACITACIÓN TÉCNICA EN COMUNIDADES CAMPESINAS DE CALCA Y URUAMBA,,420708.47,No,1,1996,420708.47,0,0,0,0,0,0
1996,PROYECTO,ASIA,Filipinas,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,PROYECTO COMUNITARIO DE DESARROLLO RURAL INTEGRAL Y DE GESTIÓN DE LA ENERGÍA SOLAR FOTOVOLTAICA,,601012.1,No,1,1996,601012.1,0,0,0,0,0,0
1997,PROYECTO,AMÉRICA LATINA,Bolivia,CONCERTACION/S,CONCERTACIÓN/S,PROGRAMA DE DESARROLLO SUBYUNGUEÑO,,259517.03,No,1,1997,259517.03,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Guatemala,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,"ABASTECIMIENTO DE AUGA POTABLE Y SANEAMIENTO A LA POBLACIÓN DE SANTIAGO DE ATITLÁN. FASE, SEGUNDA EN CONSORCIO CON MEDICOS DEL MUNDO",,240404.84,No,1,1996,240404.84,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,ELECTRIFICACIÓN RURAL DESCENTRALIZADA DUAR FERAHA-TRACHLA Y OUALDA ALLAI,,147668.67,No,1,1996,147668.67,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Túnez,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,ELECTRIFICACIÓN DOMÉSTICA DE 200 HOGARES EN LE KEF,,267450.39,No,1,1996,267450.39,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Bolivia,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,EDUCACIÓN Y CAPACITACIÓN POPULAR A DISTANCIA Y APOYO INSTITUCIONAL PARA ORGANIZACIONES DE BASE DE LA ASOCIACIÓN BOLIVIANA PARA LA CULTURA DE LOS TRABAJADORES,,150253.03,No,1,1996,150253.03,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Cuba,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,"DESARROLLO COMUNITARIO, SALUD PÚBLICA Y MEDIO AMBIENTE. SANTA MARÍA DEL ROSARIO",,240404.84,No,1,1996,240404.84,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Guatemala,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,AGROFORESTAL COMUNITARIO VOLCÁN DE IPALA. CHIQUIMULA,,66255.57,No,1,1996,66255.57,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Perú,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,PROGRAMA DE FORMACIÓN EN ALTGA GERENCIA PARA UNA MODERNA GESTIÓN EMPRESARIAL EN COOPERATIVAS AZUCARERAS,,100369.02,No,1,1996,100369.02,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,El Salvador,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,AUTOCONSTRUCCIÓN DE 68 VIVIENDAS EN LA COMUNIDAD DE REPATRIADOS DE GUERRA DE ITA MAURA. EN CONSORCIO CON MANOS UNIDAS COMITÉ CATÓLICO DE LA CAMPAÑA CONTRA EL HAMBRE EN EL MUNDO,,270455.45,No,1,1996,270455.45,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Panamá,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,"FINCA INTEGRAL AUTOSUFICIENTE DE CAPACITACIÓN, COMARCA INDÍGENA EMBERA-WOUNAN. EN CONSORCIO CON ENTRECULTURAS",,69116.39,No,1,1996,69116.39,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Tanzania,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,"HIDROSANITARIO EN MANG'OLA BARAZANI",,73323.48,No,1,1996,73323.48,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Iraq,FUNDACION JOSEP COMAPOSADA,J COMAPOSADA,TRATAMIENTO OFTALMOLÓGICO Y ONCOLÓGICO A 12 NIÑOS IRAQUIES,,28848.58,No,1,1996,28848.58,0,0,0,0,0,0
1996,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Iraq,FUNDACION JOSEP COMAPOSADA,J COMAPOSADA,SOPORTE LOGÍSTICO Y FORMATIVO DE CARÁCTER SANITARIO,,22868.51,No,1,1996,22868.51,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Burkina Faso,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,CONSTRUCCIÓN Y EQUIPAMIENTO CENTRO PROMOCIÓN SOCIAL Y CULTURAL EN SECTOR 15 DE BOBO. DIOULASSO,,167682.38,No,1,1996,167682.38,0,0,0,0,0,0
1996,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,CAPITALIZACIÓN DE STOCK ROTATIVO DE MEDICAMENTOS BÁSICOS PARA EL ALMACÉN GENERAL,,72121.45,No,1,1996,72121.45,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Perú,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,CENTRO EDUCATIVO DE CAPACITACIÓN TÉCNICO-INDUSTRIAL PARA JÓVENES DESOCUPADOS EN AREQUIPA,,340172.85,No,1,1996,340172.85,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Perú,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,CENTRO PARA LA PROMOCIÓN INTEGRAL DE LA POBLACIÓN SURANDINA OCUVIRI. DEPARTAMENTO PUNO,,259066.27,No,1,1996,259066.27,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,FORMACIÓN PROFESIONAL EN ARTES GRÁFICAS A JÓVENES DE BAJOS RECURSOS ECONÓMICOS,,239803.83,No,1,1996,239803.83,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Venezuela,FUNDACIÓN JOVENES Y DESARROLLO,JOVENES Y DESARROLLO,"PROYECTO PRODUCTIVO AUTOGESTIONARIO PARA LA PRODUCCIÓN ALFARERA POR INDÍGENAS GUAJIBOS, ESTADO AMAÑONAS, PUEYTO AYACUCHO",,203610.88,No,1,1996,203610.88,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION JUAN CIUDAD,JUAN CIUDAD,MEJORA EN LA ALIMENTACIÓN DE LA POBLACION MARGINAL DE LA CIUDAD DE QUITO,,14135.8,No,1,1996,14135.8,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Chile,FUNDACION FRANCISCO LARGO CABALLERO,LARGO CABALLERO,PLAN AMBIENTAL INTERREGIONAL PARA EL DESARROLLO SOSTENIBLE DE TRES REGIONES DEL PAÍS,,601012.1,No,1,1996,601012.1,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Chile,FUNDACION FRANCISCO LARGO CABALLERO,LARGO CABALLERO,DESARROLLO RURAL EN LA COMUNIDAD DE TOLTEN,,223576.5,No,1,1996,223576.5,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Paraguay,FUNDACION FRANCISCO LARGO CABALLERO,LARGO CABALLERO,MANEJO AMBIENTAL Y DESARROLLO SOSTENIBLE EN LA CORDILLERA DE SAN RAFAEL,,204344.12,No,1,1996,204344.12,0,0,0,0,0,0
1996,PROYECTO,AMÉRICA LATINA,Perú,ASOCIACION JUAN CARLOS LAVALLE,LAVALLE,"REMODELACIÓN TALLERES DE ENSEÑANZA DEL CENTRO DE EDUCACIÓN OCUPACIONAL ""JESÚS OBRERO DE CAIJO""",,40267.81,No,1,1996,40267.81,0,0,0,0,0,0
